,Title,Lyric,Age Class tag,processed_lyric,cluster
239,Lirik Lagu Hanya Jadi Sahabatmu - Vidi Aldiano,"kau katakan rindukan aku, sesungguhnya juga aku namun masih sadar dan tak pernah tahu apa yang kau inginkan dengan semua ini kau bilang ku cintamu, aku juga sayangmu namun yang aku tahu masih saja ada dirinya ku selalu cemburu dan tak bisa tuk selalu begini aku tak pernah mau hanya jadi sahabatmu dan aku makin bingung saat ku kan pergi kau menahanku(kau bilang ku cintamu, aku juga sayangmu)namun yang aku tahu masih saja ada dirinya ku selalu cemburu dan tak bisa tuk selalu begini aku tak pernah mau hanya jadi sahabatmu kau bilang ku cintamu, aku juga sayangmu namun yang aku tahu masih saja ada dirinya ku selalu cemburu dan tak bisa tuk selalu begini aku tak pernah mau hanya jadi sahabatmu aku tak pernah mau hanya jadi sahabatmu
",remaja,kau kata rindu aku sungguh juga aku namun masih sadar dan tak pernah tahu apa yang kau ingin dengan semua ini kau bilang ku cinta aku juga sayang namun yang aku tahu masih saja ada diri ku selalu cemburu dan tak bisa tuk selalu begini aku tak pernah mau hanya jadi sahabat dan aku makin bingung saat ku kan pergi kau tahan kau bilang ku cinta aku juga sayang namun yang aku tahu masih saja ada diri ku selalu cemburu dan tak bisa tuk selalu begini aku tak pernah mau hanya jadi sahabat kau bilang ku cinta aku juga sayang namun yang aku tahu masih saja ada diri ku selalu cemburu dan tak bisa tuk selalu begini aku tak pernah mau hanya jadi sahabat aku tak pernah mau hanya jadi sahabat,3
240,Lirik Lagu Hari Bersamanya - Sheila on Seven,hari telah terganti tak bisa ku hindari tibalah saat ini bertemu dengannya jantungku berdegup cepat kaki bergetar hebat akankah aku ulangi merusak harinya mohon tuhan untuk kali ini saja beri aku kekuatan tuk menatap matanya mohon tuhan untuk kali ini saja lancarkanlah hariku hariku bersamanya hariku bersamanya kau tahu betapa aku lemah dihadapannya kau tahu berapa lama aku mendambakannya tuhan tolonglah (beri kesempatan)tuhan tolonglah (beri kesempatan) hariku bersamanya hari bersamanya hari bersamanya hari bersamanya hari bersamanya hari bersamanya hari bersamanya tuhan tolonglah hari bersamanya tuhan tolonglah hari bersamanya,remaja,hari telah ganti tak bisa ku hindar tiba saat ini temu dengan jantung degup cepat kaki getar hebat akan aku ulang rusak hari mohon tuhan untuk kali ini saja beri aku kuat tuk tatap mata mohon tuhan untuk kali ini saja lancar hari hari sama hari sama kau tahu betapa aku lemah hadap kau tahu berapa lama aku damba tuhan tolong beri sempat tuhan tolong beri sempat hari sama hari sama hari sama hari sama hari sama hari sama hari sama tuhan tolong hari sama tuhan tolong hari sama,0
241,Lirik Lagu Jalan Kita Masih Panjang - Dewa 19,di persimpangan menatap berdua ombak yang coba pecahkan karang cinta kita palingkan rasa silaunya dunia hati kecil coba nyanyikan suara kedamaian bahagia sejati... jalan kita masih panjang masih ada waktu tersisa coba kuatkan dirimu jangan berhenti disini beri satu kesempatan cinta suci berbicara waktu 'kan mengilhami kedewasaan hatimu resapi jejakku ikuti langkahku tegar meski harus merangkak ringankan bebanmu bantu kamu melangkah di persimpangan hatiku hatimu singkirkan duri yang ada satukan dalam hati kita jalani semua berdua,remaja,di simpang tatap dua ombak yang coba pecah karang cinta kita paling rasa silau dunia hati kecil coba nyanyi suara damai bahagia sejati jalan kita masih panjang masih ada waktu sisa coba kuat diri jangan henti sini beri satu sempat cinta suci bicara waktu kan ilham dewasa hati resap jejak ikut langkah tegar meski harus rangkak ringan beban bantu kamu lang di simpang hati hati singkir duri yang ada satu dalam hati kita jalan semua dua,1
242,Lirik Lagu Kamu - Killing Me Inside,ku berjalan hingga bosan yang aku rasakan kali ini ku temukan artinya hadirmu kamu kamu sejukkan hatiku kamu kamu bintang di hatiku dan kamu disini saat dia telah pergi tak sanggup ku sendiri tanpamu di sisiku ku akui ku terlahir untuk bersamamu takkan bisa ku berdiri tanpamu disini kamu kamu sejukkan hatiku kamu kamu bintang di hatiku dan kamu disini saat dia telah pergi tak sanggup ku sendiri tanpamu di sisiku kamu kamu sejukkan hatiku kamu kamu bintang di hatiku kamu kamu sejukkan hatiku kamu kamu bintang di hatiku kamu kamu sejukkan hatiku kamu kamu bintang di hatiku,remaja,ku jalan hingga bosan yang aku rasa kali ini ku temu arti hadir kamu kamu sejuk hati kamu kamu bintang di hati dan kamu sini saat dia telah pergi tak sanggup ku sendiri tanpa di sisi ku aku ku lahir untuk sama tak bisa ku diri tanpa sini kamu kamu sejuk hati kamu kamu bintang di hati dan kamu sini saat dia telah pergi tak sanggup ku sendiri tanpa di sisi kamu kamu sejuk hati kamu kamu bintang di hati kamu kamu sejuk hati kamu kamu bintang di hati kamu kamu sejuk hati kamu kamu bintang di hati,1
243,Lirik Lagu Kamu Adalah - Kotak,"siapa yang tahu takdir tuhan yang membawaku padamu kisah cintaku menakjubkan bahagianya ku merasa kamu adalah penyeimbangku yang menahanku dari terjatuh dan kamulah inspirasiku memberi semangat di hidupku banyaknya aku mengalami saat yang indah denganmu kisah cintaku menakjubkan bahagianya ku merasa kamu adalah penyeimbangku yang menahanku dari terjatuh dan kamulah inspirasiku memberi semangat di hidupku, semangat di hidupku siapa yang tahu takdir tuhan yang membawaku kamu adalah penyeimbangku yang menahanku dari terjatuh dan kamulah inspirasiku, memberi semangat di hidupku semangat di hidupku, penyeimbangku, kamulah semangat di hidupku",remaja,siapa yang tahu takdir tuhan yang bawa pada kisah cinta takjub bahagia ku rasa kamu adalah imbang yang tahan dari jatuh dan kamu inspirasi beri semangat di hidup banyak aku alami saat yang indah dengan kisah cinta takjub bahagia ku rasa kamu adalah imbang yang tahan dari jatuh dan kamu inspirasi beri semangat di hidup semangat di hidup siapa yang tahu takdir tuhan yang bawa kamu adalah imbang yang tahan dari jatuh dan kamu inspirasi beri semangat di hidup semangat di hidup imbang kamu semangat di hidup,0
244,Lirik Lagu Kamu Yang Ku Tunggu (Feat. Afgan) - Ros,"telah ku temukan yang aku impikan kamu yang sempurna segala kekurangan semua kelemahan kau jadikan cinta tanpamu ku tak bisa berjalan mencari cinta sejati tak ku temukan darimu aku bisa merasakan kesungguhan hati cinta yang sejati kamu dikirim tuhan untuk melengkapiku tuk jaga hatiku kamu hasrat terindah untuk cintaku takkan cemas ku percaya kamu karena kau jaga tulus cintamu ternyata kamu yang ku tunggu segala kekurangan semua kelemahan kau jadikan cinta tanpamu ku tak bisa berjalan mencari cinta sejati tak ku temukan darimu aku bisa merasakan kesungguhan hati cinta yang sejati kamu dikirim tuhan untuk melengkapiku tuk jaga hatiku kamu hasrat terindah untuk cintaku takkan cemas, ku percaya kamu karena kau jaga tulus cintamu ternyata (ternyata ooh) ternyata (oh ternyata) ternyata kamu yang ku tunggu",remaja,telah ku temu yang aku impi kamu yang sempurna segala kurang semua lemah kau jadi cinta tanpa ku tak bisa jalan cari cinta sejati tak ku temu dari aku bisa rasa sungguh hati cinta yang sejati kamu kirim tuhan untuk lengkap tuk jaga hati kamu hasrat indah untuk cinta tak cemas ku percaya kamu karena kau jaga tulus cinta nyata kamu yang ku tunggu segala kurang semua lemah kau jadi cinta tanpa ku tak bisa jalan cari cinta sejati tak ku temu dari aku bisa rasa sungguh hati cinta yang sejati kamu kirim tuhan untuk lengkap tuk jaga hati kamu hasrat indah untuk cinta tak cemas ku percaya kamu karena kau jaga tulus cinta nyata nyata ooh nyata oh nyata nyata kamu yang ku tunggu,1
245,Lirik Lagu Kapan-Kapan - Koes Plus,"kapan-kapan kita berjumpa lagi kapan-kapan kita bersama lagi mungkin lusa atau di lain hari kapan-kapan kita pergi bersama kapan-kapan kita bersenda gurau mungkin lusa atau di lain hari bila dikau pergiãƒâ¢ã¢â€šâ¬ã‚â¦ hatiku tinggal disini bila dikau datangãƒâ¢ã¢â€šâ¬ã‚â¦ harapanmu kan impianãƒâ¢ã¢â€šâ¬ã‚â¦ oh kapan-kapan kita berjumpa lagi kapan-kapan kita bersama lagi mungkin lusa atau di lain hari mungkin lusa atau di lain hari
",remaja,kapan kita jumpa lagi kapan kita sama lagi mungkin lusa atau di lain hari kapan kita pergi sama kapan kita senda gurau mungkin lusa atau di lain hari bila dikau pergi hati tinggal sini bila dikau datang harap kan impi oh kapan kita jumpa lagi kapan kita sama lagi mungkin lusa atau di lain hari mungkin lusa atau di lain hari,0
246,Lirik Lagu Kasih Dengarkanlah - Republik,kasihku dengarkanlah ingin ku bicara tentang apa arti cinta yang telah kita rasa cinta bukanlah sekedar pengorbanan semata tapi cinta punya rasa yang mengalahkan segalanya biar ku ungkapkan cinta walau cinta itu hampa hanya satu ku buktikan semua o..o.. sayangku abadi semua rasa tulus di hatiku tak temani malam pekat berikan ku cahaya kau beri kau rasa semua kan nyata,remaja,kasih dengar ingin ku bicara tentang apa arti cinta yang telah kita rasa cinta bukan dar korban semata tapi cinta punya rasa yang kalah segala biar ku ungkap cinta walau cinta itu hampa hanya satu ku bukti semua o o sayang abadi semua rasa tulus di hati tak teman malam pekat ikan ku cahaya kau beri kau rasa semua kan nyata,1
247,Lirik Lagu Karena Ku Cinta Kau (Ost Bayu Cinta Luna) - Bunga Citra Lestari,jika ada yang bilang ku lupa kau jangan kau dengar jika ada yang bilang ku tak setia jangan kau dengar banyak cinta yang datang mendekat ku menolak semua itu karena ku cinta kau jika ada yang bilang ku tak baik jangan kau dengar jika ada yang bilang ku berubah jangan kau dengar banyak cinta yang datang mendekat ku menolak semua itu karena ku cinta kau saat kau ingat aku ku ingat kau saat kau rindu aku juga rasa ku tahu kau s'lalu ingin denganku ku lakukan yang terbaik yang bisa ku lakukan tuhan yang tahu ku cinta kau jika kau tak percaya padaku sakitnya aku jika lebih dengar mereka sedih hatiku banyak cinta yang datang mendekat ku menolak semua itu karena ku cinta kau.. kau..saat kau ingat aku ku ingat kau saat kau rindu aku juga rasa ku tahu kau s'lalu ingin denganku ku lakukan yang terbaik yang bisa ku lakukan tuhan yang tahu ku cinta kau saat kau ingat aku ku ingat kau saat kau rindu aku juga rasa ku tahu kau slalu ingin denganku kau tahu ku juga ingin denganmu ku tahu kau s'lalu ingin denganku ku lakukan yang terbaik yang bisa ku lakukan tuhan yang tahu ku cinta kau,remaja,jika ada yang bilang ku lupa kau jangan kau dengar jika ada yang bilang ku tak setia jangan kau dengar banyak cinta yang datang dekat ku tolak semua itu karena ku cinta kau jika ada yang bilang ku tak baik jangan kau dengar jika ada yang bilang ku ubah jangan kau dengar banyak cinta yang datang dekat ku tolak semua itu karena ku cinta kau saat kau ingat aku ku ingat kau saat kau rindu aku juga rasa ku tahu kau s lalu ingin dengan ku laku yang baik yang bisa ku laku tuhan yang tahu ku cinta kau jika kau tak percaya pada sakit aku jika lebih dengar mereka sedih hati banyak cinta yang datang dekat ku tolak semua itu karena ku cinta kau kau saat kau ingat aku ku ingat kau saat kau rindu aku juga rasa ku tahu kau s lalu ingin dengan ku laku yang baik yang bisa ku laku tuhan yang tahu ku cinta kau saat kau ingat aku ku ingat kau saat kau rindu aku juga rasa ku tahu kau slalu ingin dengan kau tahu ku juga ingin dengan ku tahu kau s lalu ingin dengan ku laku yang baik yang bisa ku laku tuhan yang tahu ku cinta kau,3
248,Lirik Lagu Kau - Ari Lasso,"kau hanya rasa yang tertunda menunggu seribu tahun di dalam sunyiku dan tiada kata berpisah walau wangimu kini tiada kuasa ku renggut di hati tertulis sejuta kisah tentang dirimu dan penantianku biarlah kini terlukis dalam jiwaku harum nafas kasihmu sunguh kau pesona dalam hidupku telah mengisi detik demi detik terindah ku relakan kau bersamanya teriring senyum kau kan tetap mencintaiku repeat
",remaja,kau hanya rasa yang tunda tunggu ribu tahun di dalam sunyi dan tiada kata pisah walau wangi kini tiada kuasa ku renggut di hati tulis juta kisah tentang diri dan nanti biar kini luk dalam jiwa harum nafas kasih sunguh kau pesona dalam hidup telah isi detik demi detik indah ku rela kau sama iring senyum kau kan tetap cinta repeat,3
249,Lirik Lagu Kembali - Koes Plus,"telah lama...telah lama...kau kutunggu bersamamu...bersamamu ku selalu ku tak mau...ku tak mau hanya mimpi...ha...ha hari ini...hari ini kau kembali telah lama...telah lama...kau kutunggu bersamamu...bersamamu ku selaluku tak mau...ku tak mau hanya mimpi...ha...ha hari ini...hari ini kau kembaliah...oh...kembali...kembali kita bersama-sama lagi kembali kita bersama-sama lagi sampai akhir waktu nanti...oh...oh...oh...kembali...kembali kita bersama-sama lagi kembali kita bersama-sama lagi sampai akhir waktu nanti...oh...
",remaja,telah lama telah lama kau tunggu sama sama ku selalu ku tak mau ku tak mau hanya mimpi ha ha hari ini hari ini kau kembali telah lama telah lama kau tunggu sama sama ku selalu tak mau ku tak mau hanya mimpi ha ha hari ini hari ini kau kembaliah oh kembali kembali kita sama lagi kembali kita sama lagi sampai akhir waktu nanti oh oh oh kembali kembali kita sama lagi kembali kita sama lagi sampai akhir waktu nanti oh,3
250,Lirik Lagu Cinta Pertama - Bunga Citra Lestari,"sunny, sunnyã¢â‚¬â¦jantungku berdebar tiap ku ingat dirimu sunny, sunnyã¢â‚¬â¦mengapa ada yang kurang saat kau tak ada sunny, sunnyã¢â‚¬â¦melihatmu menyentuhmu itu yang ku mau[pre chorus:]kau tak sempat, tanyakan aku cintakah aku, padamuã¢â‚¬â¦[chorus:]tiap kali,aku berlutut,aku berdoasuatu saat,kau bisa cinta padaku tiap kali,aku memanggil,di dalam hati,mana sunny,mana sunny ku?mana sunny ku?sunny, sunnyã¢â‚¬â¦apa kabarmu, kabarku baik-baik saja sunny, sunnyã¢â‚¬â¦begitu banyak cerita tak habis tentangmu sunny, sunnyã¢â‚¬â¦salamku untukmu dari hati yang terdalam[pre chorus][chorus] ~tiap kali,aku memanggil,di dalam hati,mana sunny,mana sunny ku?sunny kuã¢â‚¬â¦",remaja,sunny sunny jantung debar tiap ku ingat diri sunny sunny mengapa ada yang kurang saat kau tak ada sunny sunny lihat sentuh itu yang ku mau pre chorus kau tak sempat tanya aku cinta aku pada chorus tiap kali aku lutut aku berdoasuatu saat kau bisa cinta pada tiap kali aku panggil di dalam hati mana sunny mana sunny ku mana sunny ku sunny sunny apa kabar kabar baik saja sunny sunny begitu banyak cerita tak habis tentang sunny sunny salam untuk dari hati yang dalam pre chorus chorus tiap kali aku panggil di dalam hati mana sunny mana sunny ku sunny ku,1
251,Lirik Lagu Kesempurnaan Cinta - Rizky Febian,kau dan aku tercipta oleh waktu hanya untuk saling mencintai mungkin kita ditakdirkan bersama rajut kasih jalin cinta berada dipelukanmu mengajarkanku apa artinya kenyamanan kesempurnaan cinta berdua bersamamu mengajarkanku apa artinya kenyamanan kesempurnaan cinta kau dan aku tercipta oleh waktu hanya untuk saling mencintai mungkin kita ditakdirkan bersama merajut kasih menjalin cinta berada dipelukanmu mengajarkanku apa artinya kenyamanan kesempurnaan cinta berdua bersamamu mengajarkanku apa artinya kenyamanan kesempurnaan cinta tak pernah terbayangkan olehku bila kau tinggalkan aku hancurlah hatiku musnah harapanku sayang berada dipelukanmu mengajarkanku apa artinya kenyamanan kesempurnaan cinta berdua bersamamu mengajarkanku apa artinya kenyamanan kesempurnaan cinta,remaja,kau dan aku cipta oleh waktu hanya untuk saling cinta mungkin kita takdir sama rajut kasih jalin cinta ada peluk ajar apa arti nyaman sempurna cinta dua sama ajar apa arti nyaman sempurna cinta kau dan aku cipta oleh waktu hanya untuk saling cinta mungkin kita takdir sama rajut kasih jalin cinta ada peluk ajar apa arti nyaman sempurna cinta dua sama ajar apa arti nyaman sempurna cinta tak pernah bayang oleh bila kau tinggal aku hancur hati musnah harap sayang ada peluk ajar apa arti nyaman sempurna cinta dua sama ajar apa arti nyaman sempurna cinta,1
252,Lirik Lagu Ku Dengannya Kau Dengan Dia - Afgansyah,awalnya ku tak bermaksud apapun saat ku kenal dirimu kita hanya saling bercerita tentang ku dengannya kau dengan dia mengapa tuhan pertemukan kita yang tak mungkin menyatu aku yang telah terikat janji engkau pun begitu ku coba lawan aturan yang ada tuk terus bersamamu semakin ku tenggelam dalam keadaan semakin ku menginginkanmu lebih mengapa tuhan pertemukan kita yang tak mungkin menyatu aku yang telah terikat janji engkau pun begitu mengapa tuhan pertemukan kita yang tak mungkin menyatu aku yang telah terikat janji engkau pun begitu ku tahu kau bukan untukku mustahil ku hidup denganmu satu hal yang harus kau tau ku mencintaimu ku mencintaimu,remaja,awal ku tak maksud apa saat ku kenal diri kita hanya saling cerita tentang ku dengan kau dengan dia mengapa tuhan temu kita yang tak mungkin satu aku yang telah ikat janji engkau pun begitu ku coba lawan atur yang ada tuk terus sama makin ku tenggelam dalam ada makin ku ingin lebih mengapa tuhan temu kita yang tak mungkin satu aku yang telah ikat janji engkau pun begitu mengapa tuhan temu kita yang tak mungkin satu aku yang telah ikat janji engkau pun begitu ku tahu kau bukan untuk mustahil ku hidup dengan satu hal yang harus kau tau ku cinta ku cinta,1
253,Lirik Lagu Ku Ingin Setia - Armada Band,"aku tak mampu menyakitimu aku tak sanggup untuk menduakanmu aku tak mampu menyakitimu aku tak sanggup untuk menduakanmu ku tak mungkin mencintaimu karena hatiku telah dimiliki dia kau tak mungkin memilikiku sepenuh hati aku hanya ingin setia aku hargai ketulusanmu untuk cintamu tapi ku milik dia ku tak mungkin mencintaimu karena hatiku telah dimiliki dia kau tak mungkin memilikiku sepenuh hati aku hanya ingin setia ku tak mungkin mencintaimu karena hatiku telah dimiliki dia kau tak mungkin memilikiku sepenuh hati aku hanya ingin setia aku hanya ingin setia
",remaja,aku tak mampu sakit aku tak sanggup untuk dua aku tak mampu sakit aku tak sanggup untuk dua ku tak mungkin cinta karena hati telah milik dia kau tak mungkin milik sepenuh hati aku hanya ingin setia aku harga tulus untuk cinta tapi ku milik dia ku tak mungkin cinta karena hati telah milik dia kau tak mungkin milik sepenuh hati aku hanya ingin setia ku tak mungkin cinta karena hati telah milik dia kau tak mungkin milik sepenuh hati aku hanya ingin setia aku hanya ingin setia,1
254,Lirik Lagu Lagu Cinta - Dewa 19,"aku jatuh cinta, tuk kesekian kali baru kali ini ku rasakan cinta sesungguhnya, tak seperti dulu kali ini ada pengorbanan cinta bukan sekedar kata-kata indah cinta bukan sekedar buaian belaian peraduan samudra cinta dari pulung hati tak terukur dalamnya hingga saat perpisahan tiba mengundang air mata atau hanya secuil penyesalan kembali ke cinta adalah ruang dan waktu datang dan menghilang semua karunia sang pencipta mungkinkah kau sedang menatap bulan bulan sabit yang sedang ku pandangi mungkinkah kamu menangis di atas bintang khayalku maafkanlah cinta atas kabut jiwa yang menutupi pandangan kalbu
",remaja,aku jatuh cinta tuk sekian kali baru kali ini ku rasa cinta sungguh tak seperti dulu kali ini ada korban cinta bukan dar kata indah cinta bukan dar buai belai adu samudra cinta dari pulung hati tak ukur dalam hingga saat pisah tiba undang air mata atau hanya cuil sesal kembali ke cinta adalah ruang dan waktu datang dan hilang semua karunia sang cipta mungkin kau sedang tatap bulan bulan sabit yang sedang ku pandang mungkin kamu menang di atas bintang khayal maaf cinta atas kabut jiwa yang tutup pandang kalbu,1
255,Lirik Lagu Laskar Cinta - Dewa 19,"wahai,jiwa jiwa yg tenang..berhati-hatilah dirimu..kepada hati hati yang penuh..dengan..kebencian yang dalam karena, sesungguhnya iblis..ada dan bersemayam di hati yang penuh dengan benci...di hati yang penuh dengan prasangka laskar cinta..sebarkanlah benih-benih cinta musnahkanlah virus-virus benci virus yang bisa merusakkan jiwa dan busukkan hati laskar cinta..ajarkanlah ilmu tentang cinta karena cinta adalah hakikat dan jalan yang terang bagi semua manusia jika..kebencian meracunimu kepada...manusia lainnya...maka sesungguhnya iblis...sudah berkuasa atas dirimu maka..jangan pernah berharap..aku..akan mengasihi..menyayangi manusia manusia..yang penuh benci..seperti kamu... 
",remaja,wahai jiwa jiwa yg tenang hati diri kepada hati hati yang penuh dengan benci yang dalam karena sungguh iblis ada dan semayam di hati yang penuh dengan benci di hati yang penuh dengan prasangka laskar cinta sebar benih cinta musnah virus benci virus yang bisa rusak jiwa dan busuk hati laskar cinta ajar ilmu tentang cinta karena cinta adalah hakikat dan jalan yang terang bagi semua manusia jika benci racun kepada manusia lain maka sungguh iblis sudah kuasa atas diri maka jangan pernah harap aku akan asih sayang manusia manusia yang penuh benci seperti kamu,1
256,Lirik Lagu Pernah Muda - Bunga Citra Lestari,bilang papa mu ku takkan buat kau berubah menjadi anak yang nakal bilang mama mu ku cinta padamu dan aku tak pernah main main reff :biarkanlah saja dulu kita jalan berdua mereka pun pernah muda... pernah muda...bilang papa mu berhenti urusin semua urusan kau dan aku bilang mama mu tak perlu kuatir atau pun curiga kepadaku biarkanlah saja dulu kita jalan berdua mereka pun pernah muda...saatnya kau dan aku sekarang,remaja,bilang papa mu ku tak buat kau ubah jadi anak yang nakal bilang mama mu ku cinta pada dan aku tak pernah main main reff biar saja dulu kita jalan dua mereka pun pernah muda pernah muda bilang papa mu henti urusin semua urus kau dan aku bilang mama mu tak perlu kuatir atau pun curiga kepada biar saja dulu kita jalan dua mereka pun pernah muda saat kau dan aku sekarang,0
257,Lirik Lagu Main Hati - Andra & The Backbone,seribu wanita yang pernah singgah hanya datang dan pergi dan tak ada hati kau pun datang ada yang berbeda mengapa begini apa yang terjadi tak pernah sebelumnya tak pernah ku duga ku akui ku main hati (ku main hati)ku tak bisa tuk memungkiri ku main hati bersamamu ku rasakan yang tak pernah kurasakan sebelumnya pencarianku berakhir karna ku telah temukan dirimu ku main hati ... ku main hati ku main hati ... ku main hati,remaja,ribu wanita yang pernah singgah hanya datang dan pergi dan tak ada hati kau pun datang ada yang beda mengapa begini apa yang jadi tak pernah belum tak pernah ku duga ku aku ku main hati ku main hati ku tak bisa tuk mungkir ku main hati sama ku rasa yang tak pernah rasa belum cari akhir karna ku telah temu diri ku main hati ku main hati ku main hati ku main hati,1
258,Lirik Lagu Kenangan Terindah - Samson,aku yang lemah tanpamu aku yang rentan karena cinta yang t'lah hilang darimu yang mampu menyanjungku selama mata terbuka sampai jantung tak berdetak selama itu pun aku mampu untuk mengenangmu darimu kutemukan hidupku bagiku kaulah cinta sejati chorus :bila yang tertulis untukku adalah yang terbaik untukmu kan kujadikan kau kenangan yang terindah dalam hidupku namun takkan mudah bagiku meninggalkan jejak hidupku yang t'lah terukir abadi sebagai kenangan yang terindah darimu kutemukan hidupku bagiku kaulah cinta sejati chorus,remaja,aku yang lemah tanpa aku yang rentan karena cinta yang t lah hilang dari yang mampu sanjung lama mata buka sampai jantung tak detak lama itu pun aku mampu untuk kenang dari temu hidup bagi kau cinta sejati chorus bila yang tulis untuk adalah yang baik untuk kan jadi kau kenang yang indah dalam hidup namun tak mudah bagi tinggal jejak hidup yang t lah ukir abadi bagai kenang yang indah dari temu hidup bagi kau cinta sejati chorus,1
259,Lirik Lagu Dia - Anji,"di suatu hari tanpa sengaja kita bertemu aku yang pernah terluka kembali mengenal cinta hati ini kembali temukan senyum yang hilang semua itu karena dia oh tuhan ku cinta dia ku sayang dia, rindu dia, inginkan dia utuhkanlah rasa cinta di hatiku hanya padanya, untuk dia jauh waktu berjalan kita lalui bersama betapa di setiap hari ku jatuh cinta padanya dicintai oleh dia ku merasa sempurna semua itu karena dia",remaja,di suatu hari tanpa sengaja kita temu aku yang pernah luka kembali kenal cinta hati ini kembali temu senyum yang hilang semua itu karena dia oh tuhan ku cinta dia ku sayang dia rindu dia ingin dia utuh rasa cinta di hati hanya pada untuk dia jauh waktu jalan kita lalu sama betapa di tiap hari ku jatuh cinta pada cinta oleh dia ku rasa sempurna semua itu karena dia,1
260,Lirik Lagu Mau Dibawa Kemana - Armada Band,"semuanya telah kuberi dengan kesungguhan hati untukmu hanya untukmu tak perlu kau tanya lagi siapa pemilik hati ini kau tahu pasti dirimu tolong lihat aku dan jawab pertanyaanku[ ]mau dibawa kemana hubungan kita jika kau terus menunda-nunda dan dan tak pernah nyatakan cinta mau dibawa kemana hubungan kita ku tak akan terus jalani tanpa ada ikatan pasti antara kau dan aku tak perlu kau tanya lagi siapa pemilik hati ini kau tahu pasti dirimu tolong lihat aku dan jawab pertanyaanku[ ]mau dibawa kemana hubungan kita jika kau terus menunda-nunda dan dan tak pernah nyatakan cinta mau dibawa kemana hubungan kita ku tak akan terus jalani tanpa ada ikatan pasti antara kau dan aku tolong lihat aku dan jawab pertanyaanku[ ]mau dibawa kemana hubungan kita jika kau terus menunda-nunda dan dan tak pernah nyatakan cinta mau dibawa kemana hubungan kita ku tak akan terus jalani tanpa ada ikatan pasti antara kau dan aku
",remaja,semua telah beri dengan sungguh hati untuk hanya untuk tak perlu kau tanya lagi siapa milik hati ini kau tahu pasti diri tolong lihat aku dan jawab tanya mau bawa mana hubung kita jika kau terus tunda dan dan tak pernah nyata cinta mau bawa mana hubung kita ku tak akan terus jalan tanpa ada ikat pasti antara kau dan aku tak perlu kau tanya lagi siapa milik hati ini kau tahu pasti diri tolong lihat aku dan jawab tanya mau bawa mana hubung kita jika kau terus tunda dan dan tak pernah nyata cinta mau bawa mana hubung kita ku tak akan terus jalan tanpa ada ikat pasti antara kau dan aku tolong lihat aku dan jawab tanya mau bawa mana hubung kita jika kau terus tunda dan dan tak pernah nyata cinta mau bawa mana hubung kita ku tak akan terus jalan tanpa ada ikat pasti antara kau dan aku,3
261,Lirik Lagu Memang masa berpacaran - Rhoma Irama,"memang masa berpacaran masa yang paling bahagia baru saja berpandangan aduhai, aduhai sangat mesra kalau sedang berpacaran berpandangan sudah mesra apalagi bersentuhan terasa, terasa sampai dada mau makan teringat kepadanya mau tidur teringat kepadanya mau apa pun teringat padanya memang sangat indah berpacaran kalau sehari saja tak berjumpa rasanya sudah setahun lamanya begitulah kalau sedang pacaran selamanya ingin berduaan
",remaja,memang masa pacar masa yang paling bahagia baru saja pandang aduhai aduhai sangat mesra kalau sedang pacar pandang sudah mesra apalagi sentuh asa asa sampai dada mau makan ingat kepada mau tidur ingat kepada mau apa pun ingat pada memang sangat indah pacar kalau hari saja tak jumpa rasa sudah tahun lama begitu kalau sedang pacar lama ingin dua,0
262,Lirik Lagu Kekasih Terhebat - Anji,aku manusia yang paling butuh kamu membutuhkanmu hatiku memalingkan pandang hanya padamu pada hatimu jangan lelah menghadapiku biarkan aku jadi yang terhebat jadilah kamu kekasih yang kuat genggam tanganku bernyanyi bersama karena kamu kekasih terhebat aku manusia yang paling butuh kamu membutuhkanmu jangan lelah menghadapiku,remaja,aku manusia yang paling butuh kamu butuh hati maling pandang hanya pada pada hati jangan lelah hadap biar aku jadi yang hebat jadi kamu kasih yang kuat genggam tangan nyanyi sama karena kamu kasih hebat aku manusia yang paling butuh kamu butuh jangan lelah hadap,0
